名称,J_shopt href,地址,city,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
森家居酒屋,https://www.dianping.com/shop/k2q8mc2FwlBj5kwX,亮马桥路42号北京光明饭店B1,[北京],84418536,2023/12/4 23:30,21.88 km,41 min,24.35 km,82 min,20.78 km,66 min
阿丽娅滩羊馆,https://www.dianping.com/shop/H7Im8igoKMKxNwz0,清上园东门三号楼底商,[北京],18511187198,2023/12/2 14:00,4.01 km,15 min,5.36 km,26 min,2.90 km,17 min
王渔王·得莫利豆粉鱼,https://www.dianping.com/shop/GaDOp6V3qqbpmFEp,霄云路15-12号,[北京],18811100908,2023/11/27 22:54,24.83 km,40 min,25.57 km,91 min,21.96 km,75 min
北华涮肉,https://www.dianping.com/shop/G71OxOfzgALoMjnF,上地街道信息路30号上地大厦二层,[北京],82772880,2023/11/18 19:14,1.78 km,9 min,3.83 km,19 min,0.00 km,0 min
清真戏楼王记牛肉面,https://www.dianping.com/shop/l1Cf70XbXvvL5jUi,戏楼胡同5号,[北京],13691051669,2023/11/2 18:24,18.88 km,36 min,21.35 km,78 min,17.78 km,54 min
柴氏风味斋,https://www.dianping.com/shop/H7xle9A5wPmnZo6P,甘家口北街甘家口21号楼1层底商,[北京],88385108,2023/10/30 11:34,15.77 km,27 min,18.48 km,54 min,16.41 km,44 min
金刚米线,https://www.dianping.com/shop/lajhvexX4PLsQWMt,朝外大街乙12号昆泰国际中心17号,[北京],13683020556,2023/10/30 11:07,23.46 km,47 min,25.93 km,105 min,22.35 km,79 min
本楼汉堡,https://www.dianping.com/shop/l4n8MiEiIVca6OfY,望京SOHO塔2B座一层底商2108,[北京],15652502108,2023/10/30 0:05,20.69 km,44 min,22.69 km,82 min,19.08 km,67 min
捞王锅物料理,https://www.dianping.com/shop/Gaah4XjCCCjzfIUI,王府井大街138号新东安广场APM5层532-535号,[北京],65121137,2023/10/29 11:48,20.94 km,48 min,23.41 km,92 min,19.84 km,74 min
回味宫·清真宁夏菜·宁夏滩羊手抓,https://www.dianping.com/shop/j6vqktzkiJwvXcKB,凤凰环路1959时间里底商,[北京],18501348009,2023/10/28 19:15,24.90 km,37 min,25.64 km,89 min,22.03 km,74 min
CAPARESH開府莱舍,https://www.dianping.com/shop/l4JOsEIKYRCLp7Em,"银泰中心B1（星巴克对面,喜茶旁边）",[北京],15646581602,2023/10/25 13:22,26.05 km,55 min,28.52 km,102 min,24.94 km,89 min
金莹丸子汤清真,https://www.dianping.com/shop/l3ACQCkNaeDDYmd9,朝阳门外大街乙6号朝外SOHOB座2层0211号,[北京],15321986651,2023/10/18 14:17,25.07 km,51 min,27.54 km,97 min,23.96 km,83 min
恭敬李麻辣香锅,https://www.dianping.com/shop/H7tgJ3CwDQhuFabE,崇文门外街道崇文门外大街40号搜秀城2楼(近羊市口),[北京],65980998,2023/10/18 14:05,27.93 km,57 min,30.00 km,111 min,26.43 km,91 min
雞記餐室,https://www.dianping.com/shop/l2q2vWq5IyzxPx5N,关东店北街3号,[北京],85351961,2023/10/18 13:50,24.66 km,48 min,27.13 km,94 min,23.56 km,79 min
富翁餐厅,https://www.dianping.com/shop/l8CpwDmo7kDXLzun,三里屯路三里屯太古里北区地下一层NLG-38b,[北京],18612932321,2023/10/18 13:42,23.09 km,43 min,25.56 km,85 min,21.99 km,69 min
懒人业余餐厅,https://www.dianping.com/shop/H1tBjCOcVB7bBc7X,记忆路西店记忆文创小镇A2号楼二层201号,[北京],64671588,2023/10/18 13:29,35.74 km,70 min,37.74 km,121 min,34.13 km,105 min
铁TETSU·虎铁,https://www.dianping.com/shop/k3ULDpF7zfVxy8Mw,麦子店街36号龙宝大厦,[北京],17710036071,2023/10/18 13:17,22.09 km,41 min,24.56 km,82 min,20.98 km,66 min
新东方·阅读空间,https://www.dianping.com/shop/jWYvEgeAaiynB0Si,海淀中街6号新东方大厦北楼一层,[北京],19901275812,2023/10/18 12:37,9.53 km,22 min,12.23 km,43 min,6.45 km,26 min
米店,https://www.dianping.com/shop/H8mRgHNtqi7nFdHn,黄化门街21号,[北京],13436339451,2023/10/18 12:34,18.14 km,39 min,20.61 km,75 min,17.03 km,58 min
网易严选,https://www.dianping.com/shop/H6alhTnzUs4G1c17,软件园南街北京网易研发中心,[北京],15658190610,2023/10/17 16:45,3.74 km,15 min,2.68 km,13 min,3.98 km,14 min
中信书店,https://www.dianping.com/shop/l3iE32C5Ak3ARkhk,西北旺东路10号院2号楼联想大厦1层,[北京],18911778510,2023/10/16 18:45,5.42 km,20 min,2.97 km,12 min,5.66 km,18 min
致久·精烧滩羊酒馆,https://www.dianping.com/shop/k1WONUQKtEcX1Iul,未来域A座110致久餐饮,[北京],15011312921,2023/10/10 15:01,33.74 km,69 min,35.74 km,112 min,32.13 km,94 min
仙豆菓夫,https://www.dianping.com/shop/jmaXCI7DCFgnWP9n,鼓楼东大街242号-1,[北京],17710575757,2023/10/9 19:04,17.02 km,34 min,19.49 km,69 min,15.92 km,52 min
甘肃面皮肉夹馍,https://www.dianping.com/shop/l5Zb2Vjn8IqNN8fl,"地安门外大街50号老城一锅羊蝎子楼下（金瀛便民超市美食内,烟袋斜街对面）",[北京],13683082513,2023/10/9 19:01,17.03 km,38 min,19.50 km,69 min,15.93 km,52 min
滕乡魏道滕州菜煎饼,https://www.dianping.com/shop/H3Ks81RBE5obVAcb,东三环中路39号院6号楼1至2层0666一层0666D,[北京],13718663138,2023/9/20 13:02,26.19 km,55 min,28.66 km,102 min,25.08 km,89 min
什么时候冒出来这么一个咖啡商店,https://www.dianping.com/shop/G8wv93HTTN18PdvF,香山买卖街8号,[北京],15210793775,2023/9/14 10:44,12.01 km,21 min,18.09 km,48 min,12.64 km,32 min
绥兴盛,https://www.dianping.com/shop/H9nPDTxsEWANeJ7Z,"宏昌路望京西园四区420号楼1层小区内底商（近建设银行,广顺北大街）",[北京],64745766,2023/9/13 23:56,18.74 km,38 min,20.45 km,76 min,16.84 km,61 min
楚味传奇·湖北牛肉粉热干面,https://www.dianping.com/shop/H1UHAaAhqEkwi6aR,海淀大街中关村5号美食街区负1层33A号（近很久以前羊肉串）,[北京],18500211522,2023/9/4 9:13,9.28 km,21 min,11.98 km,41 min,6.21 km,25 min
有个盐面包,https://www.dianping.com/shop/k9BKdqmV7VfvIT2f,"西大望路27号北化机爱工场2-1号119幢1层086号（留白影视南侧底商,近宝琳大厦）",[北京],13718602943,2023/9/3 21:42,Error,Error,Error,Error,Error,Error
羊大爷涮肉,https://www.dianping.com/shop/l3n8XTqJ2P9dv2an,南湖东园201号楼中福百货3层,[北京],13681061190,2023/9/3 18:41,18.32 km,36 min,20.33 km,75 min,16.71 km,60 min
日出拉面,https://www.dianping.com/shop/H1wkvyIdxsM2huvK,望京万科时代中心F座写字楼里1层品牌街（火星面馆和江户前寿司中间玻璃门进写字楼再往右走）,[北京],64357371,2023/9/3 17:36,24.82 km,42 min,25.57 km,94 min,21.96 km,79 min
钟久夫肠粉王,https://www.dianping.com/shop/G7pd62wAtw2qOKgd,百子湾路16号百子园17号楼底商,[北京],15313958212,2023/9/3 17:33,32.60 km,62 min,33.35 km,118 min,29.73 km,106 min
钟久夫肠粉王,https://www.dianping.com/shop/l1v3dD2wlNWjxZ38,新源南路10号楼底商,[北京],17600868583,2023/9/3 17:33,26.37 km,39 min,23.92 km,77 min,20.34 km,62 min
钟久夫肠粉王,https://www.dianping.com/shop/k65ZxZDG1Nq9LtGi,广渠路66号院-4号,[北京],17710186850,2023/9/3 17:33,27.91 km,62 min,30.39 km,109 min,26.81 km,96 min
钟久夫肠粉王,https://www.dianping.com/shop/H5HmJ5L9y5U4Z88L,大屯小营路6号道尔泰农贸市场1层,[北京],18518596700,2023/9/3 17:33,19.27 km,31 min,18.28 km,74 min,14.67 km,54 min
济州爱肉堂,https://www.dianping.com/shop/GaJFQMdycu2Avv8J,安立路68号飘亮购物广场2楼-014,[北京],18519810211,2023/9/1 16:52,14.49 km,32 min,16.49 km,69 min,12.88 km,52 min
鮨煦板前寿司,https://www.dianping.com/shop/H3pe4xFe3GcjhvQp,朝阳大悦城F8层03室（6号直梯旁）,[北京],85818828,2023/8/29 23:36,31.27 km,68 min,33.28 km,113 min,29.66 km,96 min
一阳寿司,https://www.dianping.com/shop/k1pwtLDmRQ6LM0Jn,"麦子店街三十九号Y108（三全公寓对面,富驿时尚酒店往西三十米）",[北京],65909521,2023/8/27 13:54,22.20 km,42 min,24.67 km,83 min,21.09 km,67 min
熊猫干锅·精品麻辣香锅,https://www.dianping.com/shop/H1BtmabP0veexea8,"望京小街万科时代e座1层1003-1004号（汉庭酒店正后面,靠地面停车场的底商）",[北京],15818638039,2023/8/27 0:01,Error,Error,Error,Error,Error,Error
藏家Collector,https://www.dianping.com/shop/GaEmYBhYiwYT1AMU,东大桥路9号侨福芳草地负2层11B号,[北京],56907009,2023/8/23 17:54,29.44 km,50 min,26.98 km,92 min,23.41 km,79 min
后厨意餐La Cucina,https://www.dianping.com/shop/G9mL56AW0nQPUA1S,"光华路44号A-3,邮政储蓄银行正对面",[北京],85794658,2023/8/12 10:40,25.37 km,52 min,27.84 km,97 min,24.27 km,83 min
米就Bistro,https://www.dianping.com/shop/jX1ce0OwAbOQ2ia9,板桥南巷7号人民美术文化园西楼二层,[北京],17801609882,2023/8/2 18:36,18.85 km,42 min,21.32 km,80 min,17.75 km,63 min
牛鼎云南特色烧烤,https://www.dianping.com/shop/H1oB2hndYUmvFWUp,学院路17号,[北京],82396256,2023/7/29 19:52,8.42 km,22 min,12.61 km,52 min,6.94 km,30 min
小街猪手,https://www.dianping.com/shop/G6ZaNZfMyNYwWd0G,交道口街道香饵胡同112号（胖妹面庄往西400米）,[北京],64023866,2023/7/25 0:12,18.62 km,42 min,21.09 km,78 min,17.51 km,61 min
小街猪手,https://www.dianping.com/shop/k1oTzSbnSQT8WiLM,团结湖路9号楼南侧胡同内,[北京],65915591,2023/7/25 0:12,23.58 km,46 min,26.05 km,93 min,22.48 km,77 min
福鲜名家,https://www.dianping.com/shop/iHFob1hSRuKKLTHW,阜通西大街望京西园4区415号楼对面2楼,[北京],64734893,2023/7/23 21:27,20.17 km,41 min,22.18 km,79 min,18.56 km,63 min
昭福·大正茶寮,https://www.dianping.com/shop/G7VYoD1tC4hSUsz8,五道营胡同26-1,[北京],13511081088,2023/7/23 21:00,18.02 km,35 min,20.49 km,76 min,16.91 km,53 min
牛街大齐炖肉浇面,https://www.dianping.com/shop/k6yDAMzALs0fUgo8,嘉园路,[北京],15726632623,2023/7/23 20:27,27.78 km,44 min,30.48 km,96 min,28.41 km,77 min
小云南,https://www.dianping.com/shop/l3l6e1Isymt8yt0O,后永康胡同8号,[北京],64027019,2023/7/21 20:27,19.72 km,38 min,22.19 km,79 min,18.62 km,58 min
馔豚·台北菜专门店,https://www.dianping.com/shop/H1WcSzr7UObxQsjN,建国路86号SKP-S商场B1010,[北京],13141072805,2023/7/21 20:27,32.29 km,60 min,33.04 km,111 min,29.42 km,100 min
素坤泰船面,https://www.dianping.com/shop/H4MPaKOayESDi0Up,望京街阜安西路11号负一层,[北京],13716998320,2023/7/21 20:26,19.99 km,42 min,21.99 km,80 min,18.38 km,64 min
一轩饺子馆,https://www.dianping.com/shop/G8yxkHJSZNBFi8Ti,望京西路北小河公园东门北侧,[北京],65718887,2023/7/21 20:25,17.90 km,35 min,19.90 km,74 min,16.29 km,60 min
黑山烤房BBQ,https://www.dianping.com/shop/jpXhpd2Tz5hAR7ZB,北庄52号,[北京],18511831944,2023/7/15 23:01,118.14 km,101 min,125.72 km,115 min,116.53 km,136 min
天下盐,https://www.dianping.com/shop/H8DO7XsKigNQAvdi,东四十条22号A25号,[北京],64096185,2023/7/12 11:41,20.62 km,47 min,23.09 km,97 min,19.52 km,69 min
李记潮汕砂锅粥,https://www.dianping.com/shop/l3SZOK7illWCCLQn,京藏高速公路信息科技大学旁,[北京],62998662,2023/7/8 12:34,5.08 km,19 min,7.06 km,37 min,3.97 km,22 min
很久以前羊肉串,https://www.dianping.com/shop/H4GPOhiznu2Lt9i6,农大南路上地华联上地购物中心下沉广场B1,[北京],15711399857,2023/6/22 20:57,2.06 km,9 min,4.13 km,20 min,0.86 km,5 min
越来越湘,https://www.dianping.com/shop/lazu28fauw6obzGV,拱辰街道拱辰北大街1号（昊天假日酒店1楼）,[北京],60325296,2023/6/20 20:23,42.17 km,46 min,48.26 km,105 min,42.81 km,90 min
阿宝烧烤,https://www.dianping.com/shop/l2rTLrJCI66ZlSj8,大井东街17号,[北京],13161862022,2023/6/14 10:07,21.99 km,30 min,24.70 km,77 min,22.62 km,63 min
颐茶中式茶饮,https://www.dianping.com/shop/k1EB5EZwV886WgRQ,新建宫门路19号颐和园内延清赏楼,[北京],17200310432,2023/6/10 18:47,7.34 km,20 min,8.86 km,34 min,7.94 km,25 min
mterra地中海轻食,https://www.dianping.com/shop/H9c0kAHHyrDNo4qm,建国门外大街1号国贸商城北区五层NL5013,[北京],13621237092,2023/6/3 10:24,25.37 km,53 min,27.84 km,99 min,24.26 km,85 min
有馍有面,https://www.dianping.com/shop/inSiRRYdwwmFcHxc,清华东路2号41栋7-1号,[北京],62325200,2023/6/2 20:18,8.04 km,20 min,11.67 km,51 min,6.56 km,29 min
晋B2008刀削面,https://www.dianping.com/shop/H7odpIomCs089Kxm,万泉河路乙109号1楼（近城乡超市）,[北京],57497128,2023/5/29 21:27,10.02 km,21 min,12.72 km,39 min,10.65 km,28 min
锅一炖肉锅,https://www.dianping.com/shop/G6P3f0pUdpyS5Wcl,台湾街石景山路2号,[北京],18310844663,2023/5/28 19:29,21.62 km,32 min,29.02 km,83 min,22.25 km,68 min
笑餐厅 the diner,https://www.dianping.com/shop/G4jZcLNELo6KFlmR,安定门内大街159号,[北京],15600686176,2023/5/25 9:05,17.92 km,33 min,20.39 km,73 min,16.82 km,50 min
利苑酒家,https://www.dianping.com/shop/EoVWA6uQ5um0NIaz,建国门外大街甲6号华熙国际中心C座C2-C3,[北京],85670138,2023/5/20 17:53,26.36 km,56 min,28.83 km,103 min,25.25 km,89 min
大浦港韩餐,https://www.dianping.com/shop/HaDnz6vPpKFBo5KB,广顺北大街望京西园四区420号楼,[北京],13522770650,2023/5/14 19:59,20.29 km,40 min,22.29 km,81 min,18.68 km,66 min
华盛丰温州大排档,https://www.dianping.com/shop/ka9I5NY2kaCzRu0I,东三环南路13号-3号乐游饭店1层,[北京],87771008,2023/5/14 19:58,28.76 km,61 min,31.23 km,110 min,27.65 km,96 min
看丹桥老头烧烤,https://www.dianping.com/shop/l5DqfTy3PIOGT3AD,丰管路16号院9号楼1005,[北京],15313385320,2023/5/14 19:56,22.55 km,39 min,25.25 km,87 min,23.18 km,71 min
功夫潮牛潮汕牛肉火锅,https://www.dianping.com/shop/G53qOLfK0dukGpT6,上地街道信息路19号1号楼1层东南侧103西第间,[北京],15311801518,2023/5/13 13:35,1.89 km,9 min,3.96 km,19 min,0.69 km,4 min
永和鲜浆,https://www.dianping.com/shop/G4O9EF0DEUC8VujX,阜成门外大街阜成门外大街3号楼一层5门（国宾酒店对面）,[北京],68031762,2023/5/13 7:50,22.78 km,50 min,25.92 km,103 min,22.31 km,86 min
Rechill Cafe,https://www.dianping.com/shop/G4QRoMDfNvMGAieg,工人体育场东路中国红街4-102号,[北京],15011278005,2023/5/9 12:13,28.62 km,47 min,26.16 km,89 min,22.59 km,74 min
MONOHINI by者火,https://www.dianping.com/shop/EtTVOiUUrV3Znoc1,麦子店西街39号富驿时尚酒店一层大堂东侧,[北京],65858668,2023/5/9 11:14,22.40 km,42 min,24.87 km,84 min,21.29 km,67 min
峥峥胖哥抓饭,https://www.dianping.com/shop/G8hKQD76sE9EOAJR,丰科路6号院万达广场4号楼万达金街1层3-107（万达金街内）,[北京],13051811859,2023/5/7 23:54,27.18 km,37 min,29.89 km,85 min,27.81 km,72 min
嘎洒汤锅·云南菜,https://www.dianping.com/shop/k3D8YuvDAmZGH9Jf,黄寺大街佰隆大厦2层东侧（湘德楼对面）,[北京],17810618270,2023/5/7 11:11,15.18 km,28 min,17.65 km,58 min,14.08 km,41 min
众爱慈善商店,https://www.dianping.com/shop/l6Qytd8Hy84uGNF3,香江北路甲2号,[北京],64368506,2023/5/7 9:59,25.16 km,51 min,27.17 km,94 min,23.56 km,78 min
和颐合烤鸭店,https://www.dianping.com/shop/k6PqIm3FyNNTOFq7,槐柏树街北里甲2-4,[北京],63158881,2023/5/3 11:39,21.51 km,38 min,23.31 km,82 min,18.18 km,66 min
捌比特感官书店·8BIT SENSE BOOK,https://www.dianping.com/shop/H9XJq2ra6hsnNnxv,拱辰街道拱辰西路拱辰1954文创园内,[北京],17191093500,2023/4/30 9:50,49.29 km,58 min,55.37 km,119 min,49.92 km,103 min
陶陶居酒家,https://www.dianping.com/shop/Gagbqr2UGEE3DaOm,工体北路58号太古里西区五层,[北京],64625184,2023/4/29 17:15,23.90 km,47 min,26.37 km,93 min,22.79 km,78 min
渔歌·四季蒸汽海鲜,https://www.dianping.com/shop/H2KAS6X0UAvLj6J3,上地南路朱房村中央财大家属楼一层南侧101号,[北京],83222238,2023/4/28 20:16,3.66 km,16 min,5.73 km,32 min,2.19 km,15 min
迎春面馆,https://www.dianping.com/shop/l935fFCqgz32zurP,大红门路社区党委隔壁,[北京],18511635725,2023/4/25 14:23,42.88 km,87 min,44.89 km,133 min,41.27 km,118 min
任记温州海鲜大排档·海鲜面特色小吃,https://www.dianping.com/shop/H5Q0Kb6KPk1kLtAW,丰海街海户屯165号一层001号商铺,[北京],15901488222,2023/4/25 14:22,29.82 km,46 min,32.53 km,100 min,30.46 km,82 min
细园私家厨房·炭炉炖肉煲,https://www.dianping.com/shop/k2cBr9tLqY7n0Dpe,中关村大街28-1号海淀文化艺术大厦地下一层中海园食街,[北京],13121033711,2023/4/21 21:25,11.05 km,24 min,10.73 km,46 min,7.22 km,30 min
前海沿儿,https://www.dianping.com/shop/l3DfWFJuRsYJOPkN,东四六条甲15号,[北京],18600053262,2023/4/21 19:55,20.21 km,45 min,22.68 km,89 min,19.10 km,66 min
很久以前羊肉串,https://www.dianping.com/shop/il49sUpKxPvw1I53,龙岗路清河清景园5号楼102室商铺（近清河公交车站、物美清河大卖场）,[北京],13522980954,2023/4/21 19:48,5.82 km,21 min,7.91 km,41 min,4.71 km,26 min
大塚食堂,https://www.dianping.com/shop/ka3Qw6pOFPsPef8N,天泽路华远九都汇负一层提灯街,[北京],15010513529,2023/4/21 11:33,25.23 km,40 min,25.98 km,93 min,22.36 km,77 min
汇湘阁,https://www.dianping.com/shop/lahxIqN4HOfe4J5q,玲珑路地铁6号线海淀五路居站C出口右拐南行150米,[北京],13011202080,2023/4/18 15:15,14.19 km,24 min,16.89 km,51 min,14.82 km,41 min
张妈妈特色川味馆,https://www.dianping.com/shop/H6mjWwJ8Lnxivp0i,民族大学西路58号中央民族大学,[北京],68937218,2023/4/18 14:40,12.36 km,27 min,15.06 km,49 min,12.99 km,38 min
安妮意大利餐厅,https://www.dianping.com/shop/k2AQCLMZPUk0xYCo,双清路88号华源世纪商务楼3楼310室（临近清华大学东南门）,[北京],65033871,2023/4/18 14:34,7.35 km,21 min,11.95 km,51 min,5.87 km,27 min
Moi芬兰餐吧,https://www.dianping.com/shop/larISUijwTcYaj8p,东直门街道香河园北街当代MOMA内(百老汇电影院旁边),[北京],84388808,2023/4/18 14:28,20.58 km,39 min,26.51 km,88 min,19.47 km,60 min
福楼毕斯罗F Bistronome,https://www.dianping.com/shop/k5sw92z3gdZdjDR1,东三环中路国贸商城3期北区B座7层NL7005号商铺,[北京],85950771,2023/4/18 14:11,25.36 km,53 min,27.83 km,99 min,24.26 km,86 min
META SPACE 咖啡酒吧,https://www.dianping.com/shop/l5kaOX3OGsE56rD9,荷清路东升园公寓1号楼1层北部,[北京],18310077193,2023/4/17 22:36,7.88 km,21 min,12.47 km,52 min,6.40 km,28 min
Buscoco甜品食堂,https://www.dianping.com/shop/k7zN2FzMGBBLvTTX,天坛街道珠市口东大街16号崇文劳动保障大厦一层106（珠市口地铁站C东南口步行290米全季酒店入口),[北京],13260181522,2023/4/17 19:22,27.05 km,51 min,26.17 km,102 min,22.76 km,83 min
最牛喜事潮汕鲜牛肉火锅,https://www.dianping.com/shop/l4sOeH847ZbXzBu3,和平里东街和平街十三区4号楼西北侧底商（和平里东街公交车站，煤炭大厦北行200米）,[北京],57103886,2023/4/17 14:36,22.44 km,39 min,24.45 km,83 min,20.83 km,69 min
重山钵钵,https://www.dianping.com/shop/k1Xfafab3Te6UVQm,学院路乙9号院1号楼1层104号,[北京],82307898,2023/4/17 14:28,18.68 km,29 min,18.66 km,75 min,15.05 km,56 min
那兰酒楼,https://www.dianping.com/shop/G5w0unaSF58SJsX8,东三环中路桂京商务宾馆旁,[北京],67769488,2023/4/17 14:28,25.35 km,51 min,27.82 km,97 min,24.24 km,84 min
曾三仙米线,https://www.dianping.com/shop/G3dVCOFSLBC7ft37,百子湾路后现代城A区18号楼1楼（楠火锅旁）,[北京],18419182157,2023/4/17 12:47,32.25 km,62 min,32.99 km,116 min,29.38 km,106 min
曾三仙米线,https://www.dianping.com/shop/l7Z43P7lzclUVaCD,海淀大街中关村广场购物中心D区B1层,[北京],17600180788,2023/4/17 12:45,9.33 km,20 min,12.03 km,42 min,6.63 km,26 min
枫寿司,https://www.dianping.com/shop/H9JUvckloOxVfIoA,麦子店街39号东侧一层1381室,[北京],65832721,2023/4/16 19:00,22.17 km,41 min,24.64 km,83 min,21.07 km,66 min
威海小渔村,https://www.dianping.com/shop/l9PtDd0Ua0JtV5qH,小南庄甲8号喆啡酒店一层,[北京],57256360,2023/4/14 20:33,9.88 km,19 min,12.59 km,37 min,10.51 km,26 min
团结湖四川麻辣烫,https://www.dianping.com/shop/H6oYmSR8C9yMB0tJ,团结湖北路团结湖北三条社区医院对面,[北京],13718041938,2023/4/13 17:13,23.62 km,46 min,26.09 km,93 min,22.52 km,77 min
素虎上地店,https://www.dianping.com/shop/k5jIhumRxrI6NPAi,软件园北街西北旺东路10号院东区5号楼地下1层B102号,[北京],58741854,2023/4/13 13:28,4.08 km,16 min,1.95 km,9 min,4.32 km,19 min
一碗面,https://www.dianping.com/shop/Ga5RXhLtidUFZK8z,麦子店街道农展馆北路枣营北里15号楼1栋(258电器城对面),[北京],18184059395,2023/4/11 16:27,23.04 km,42 min,25.51 km,85 min,21.94 km,68 min
